category,datetime,headline,id,image,related,source,summary,url
company,1629167940,"Cartenna Capital, LP Buys TE Connectivity, Raytheon Technologies Corp, Martin Marietta Materials Inc, Sells Sherwin-Williams Co, Eaton Corp PLC, Target Corp",69716765,,TEL,GuruFocus,,https://finnhub.io/api/news?id=d9950dc247f0427f0d175fd2a0af65d810244082b18a2caa4759eae34b486136
company,1629129604,TE Connectivity (TEL) Moves to Buy: Rationale Behind the Upgrade,69689660,https://s.yimg.com/uu/api/res/1.2/wbCMwMtKIoXj_iQA0ego4g--~B/aD01MDY7dz05MDA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/zacks.com/1154d43aaeb65735a640003549116295,TEL,Yahoo,"TE Connectivity (TEL) has been upgraded to a Zacks Rank #2 (Buy), reflecting growing optimism about the company's earnings prospects. This might drive the stock higher in the near term.",https://finnhub.io/api/news?id=ca6474b699a9e9cb3a679ec086aa5e86485183e38925f5f51470090c42c184c7
company,1629106740,"Windsor Capital Management, LLC Buys JPMorgan International Bond Opportunities ETF, JPMorgan ...",69680509,,TEL,GuruFocus,,https://finnhub.io/api/news?id=d47ba69b1678e841a32db76fccb6e9f604f05131584cb4954043df4250fa73f3
company,1629095940,"180 Wealth Advisors, Llc Buys NVIDIA Corp, Tortoise Energy Infrastructure, TE Connectivity, Sells General Electric Co, AT&T Inc, Direxion Daily Financial Bull 3x Shares",69696601,,TEL,GuruFocus,,https://finnhub.io/api/news?id=7c33bb94968da6ede56f4abb5bf648f508eb5ac4d7b6bb6f4fbbbe7fc7fd6cb2
company,1628994724,Dividend Challenger Highlights: Week Of August 15,69673739,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1072593728/medium_image_1072593728.jpg,TEL,SeekingAlpha,A weekly summary of dividend activity for Dividend Challengers. Companies which changed their dividends. Companies with upcoming ex-dividend dates. Companies with upcoming pay dates.,https://finnhub.io/api/news?id=76874e06ea6b8cd156c39ddbe109ecc0b58a096a6e4d022943c443714bf939b8
company,1628875440,"TE Connectivity Ltd. stock falls Friday, underperforms market",69663555,https://images.mktw.net/im-220105/social,TEL,MarketWatch,"Shares of TE Connectivity Ltd. dropped 0.05% to $152.57 Friday, on what proved to be an all-around favorable trading session for the stock market, with the...",https://finnhub.io/api/news?id=8d6d5681dfa1590c0d55cc36b8dfb0f24e21f0f5002f2347dd9f189a15d100f3
company,1628860261,TE Connectivity (TEL) is a Top-Ranked Growth Stock: Should You Buy?,69656682,https://s.yimg.com/uu/api/res/1.2/WRvE5.9AmuE5cjNp2dFKAg--~B/aD02MDA7dz05MDA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/zacks.com/163c25937e3cbe1d00ba21920cb9dbe7,TEL,Yahoo,The Zacks Style Scores offers investors a way to easily find top-rated stocks based on their investing style. Here's why you should take advantage.,https://finnhub.io/api/news?id=16d193681998de2e31f6e90ba78a1a85866cae7b844c28f4a06a71f84d042cd8
company,1628849640,Stocks That Hit 52-Week Highs On Friday,69654377,https://cdn.benzinga.com/files/imagecache/og_image_social_share_1200x630/sites/all/themes/bz2/images/bz-icon.png,TEL,Benzinga," 
 
During Friday's morning session, 137 companies made new 52-week highs.
Areas of Significance:

Johnson & Johnson (NYSE:JNJ) was the largest company by market...",https://finnhub.io/api/news?id=919cfcf8895b927cd8d83d2ddf6a052a70eae18899fc75129ed7e7bc069e8da4
company,1628789040,TE Connectivity Ltd. stock outperforms competitors on strong trading day,69643538,https://images.mktw.net/im-220105/social,TEL,MarketWatch,"Shares of TE Connectivity Ltd. inched 0.73% higher to $152.65 Thursday, on what proved to be an all-around great trading session for the stock market, with...",https://finnhub.io/api/news?id=9488e5c843e67c9b62f370022452c1181b7c1e0f18b6ce1140362393a6cfa20e
company,1628766960,Te Connectivity (TEL) EVP & General Counsel John S Jenkins Sold $3.8 million of Shares,69652692,,TEL,GuruFocus,,https://finnhub.io/api/news?id=284380c236ad6823f6895dc7b80a32ffe8b893df120fac874bced709a557f62a
company,1628702640,TE Connectivity Ltd. stock underperforms Wednesday when compared to competitors despite daily gains,69626963,https://images.mktw.net/im-220105/social,TEL,MarketWatch,"Shares of TE Connectivity Ltd. advanced 1.04% to $151.55 Wednesday, on what proved to be an all-around favorable trading session for the stock market, with...",https://finnhub.io/api/news?id=cee13936e22abada6abaa706a122769ee58bf993c1a821e9cee20c7d4f9cb4c3
company,1628616240,TE Connectivity Ltd. stock underperforms Tuesday when compared to competitors despite daily gains,69609158,https://images.mktw.net/im-220105/social,TEL,MarketWatch,"Shares of TE Connectivity Ltd. inched 0.25% higher to $149.99 Tuesday, on what proved to be an all-around great trading session for the stock market, with...",https://finnhub.io/api/news?id=5caf04b08236f738ee413e3a100f8f0ff9c0f5a33a0ea195d38ef1d09efb325b
company,1628529840,TE Connectivity Ltd. stock outperforms competitors despite losses on the day,69590656,https://images.mktw.net/im-220105/social,TEL,MarketWatch,"Shares of TE Connectivity Ltd. slumped 0.01% to $149.61 Monday, on what proved to be an all-around dismal trading session for the stock market, with the S&P...",https://finnhub.io/api/news?id=630b003dd933562ebd9e5f0d682eb00a3977adf36c5c5d3a87855c27a81e2bee
company,1628270640,"TE Connectivity Ltd. stock rises Friday, outperforms market",69554657,https://images.mktw.net/im-220105/social,TEL,MarketWatch,"Shares of TE Connectivity Ltd. inched 0.74% higher to $149.62 Friday, on what proved to be an all-around positive trading session for the stock market, with...",https://finnhub.io/api/news?id=fe0fd0978e1d7c93e324a69033f3821be11eb1f6433354389d62e83c4688a7bf
company,1628184180,TE Connectivity Ltd. stock underperforms Thursday when compared to competitors,69551434,https://images.mktw.net/im-220105/social,TEL,MarketWatch,"Shares of TE Connectivity Ltd. slipped 0.28% to $148.52 Thursday, on what proved to be an all-around great trading session for the stock market, with the S&P...",https://finnhub.io/api/news?id=7e64879d5ea7987f272640b30a58070097151cacec281deb42980b7a038116e1
company,1628097840,TE Connectivity Ltd. stock outperforms competitors despite losses on the day,69551435,https://images.mktw.net/im-220105/social,TEL,MarketWatch,"Shares of TE Connectivity Ltd. shed 0.31% to $148.94 Wednesday, on what proved to be an all-around rough trading session for the stock market, with the S&P...",https://finnhub.io/api/news?id=fd70d65b379f00b7415e5fcffb968f0ce854d090b79293972ee6d9940d87a0cd
company,1628011380,"TE Connectivity Ltd. stock rises Tuesday, still underperforms market",69551436,https://images.mktw.net/im-220105/social,TEL,MarketWatch,"Shares of TE Connectivity Ltd. inched 0.61% higher to $149.40 Tuesday, on what proved to be an all-around favorable trading session for the stock market,...",https://finnhub.io/api/news?id=5c658db35874a338d110481791501a61b7771498c65ba7436578272d0a8d37b4
company,1627987140,"Cookson Peirce & Co Inc Buys Dick's Sporting Goods Inc, Pool Corp, First Republic Bank, Sells Amazon.com Inc, JD.com Inc, KLA Corp",69471854,,TEL,GuruFocus,,https://finnhub.io/api/news?id=9001e33be32798d3e7a0fe5d82cb9f7f573d17826624b6c894632717c8c43afb
company,1627925040,"TE Connectivity Ltd. stock rises Monday, outperforms market",69551437,https://images.mktw.net/im-220105/social,TEL,MarketWatch,"Shares of TE Connectivity Ltd. inched 0.70% higher to $148.50 Monday, on what proved to be an all-around grim trading session for the stock market, with the...",https://finnhub.io/api/news?id=f06043365c9707bc065e24942ea53c529feb9b4bef69b80007ffa5ee088e9baa
