category,datetime,headline,id,image,related,source,summary,url
company,1629133493,"In New Twist, Private Equity Shares Its Windfall With Hourly Employees",69689434,https://s.yimg.com/cv/apiv2/social/images/yahoo_default_logo-1200x1200.png,IR,Yahoo,"(Bloomberg) -- It looks like the opposite of corporate raiding, the antithesis of asset stripping.Yes, KKR & Co. made a roughly $4 billion profit from its eight-year investment in manufacturer Ingersoll Rand, which it exited this month. But in a new twist for the private-equity firm, it gave the Davidson, North Carolina-based company’s 16,000 workers a heaping taste of the windfall -- $500 million.To Pete Stavros, KKR’s co-head of Americas private equity, it’s a validation of the model he helped",https://finnhub.io/api/news?id=86120c1525dc639bd85eadf972fa33897c5f6becfacd12cc24401e6df11df254
company,1629117540,"Turtle Creek Asset Management Inc. Buys Ingersoll Rand Inc, Service Corp International, Euronet Worldwide Inc, Sells Welbilt Inc, TJX Inc, Ulta Beauty Inc",69694248,,IR,GuruFocus,,https://finnhub.io/api/news?id=fc7a2d579dd8e238b605e5d6997b0110da90e2515221fcfb298c76b96d24961d
company,1628874060,Ingersoll Rand Inc. stock outperforms competitors on strong trading day,69667392,https://images.mktw.net/im-220105/social,IR,MarketWatch,"Shares of Ingersoll Rand Inc. inched 0.81% higher to $52.43 Friday, on what proved to be an all-around favorable trading session for the stock market, with...",https://finnhub.io/api/news?id=369fc852173246020ef2b11ec0e74fb2ba37cf039d27f764047b3b8f17b0f335
company,1628860081,Are You a Growth Investor? This 1 Stock Could Be the Perfect Pick,69656565,https://s.yimg.com/uu/api/res/1.2/tOBz_qCByJO0HnfH4oUL8w--~B/aD03NDU7dz05MDA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/zacks.com/0b7fd86309a053886475931bab708af5,IR,Yahoo,"Wondering how to pick strong, market-beating stocks for your investment portfolio? Look no further than the Zacks Style Scores.",https://finnhub.io/api/news?id=aab723c14a5557cd86be0dd8eede80143ce422f961250da12cfcf044885350c6
company,1628787660,"Ingersoll Rand Inc. stock rises Thursday, outperforms market",69667393,https://images.mktw.net/im-220105/social,IR,MarketWatch,"Shares of Ingersoll Rand Inc. inched 0.93% higher to $52.01 Thursday, on what proved to be an all-around positive trading session for the stock market, with...",https://finnhub.io/api/news?id=bc28a068a1aaef6272dd303874c34223f699ad6f2337f88971b495723b72e79a
company,1628701260,"Ingersoll Rand Inc. stock rises Wednesday, outperforms market",69623898,https://images.mktw.net/im-220105/social,IR,MarketWatch,"Shares of Ingersoll Rand Inc. inched 0.92% higher to $51.53 Wednesday, on what proved to be an all-around favorable trading session for the stock market,...",https://finnhub.io/api/news?id=47af3d98acb9aaac14624cff8e0f55793d9ebab9d1c1da25f4f93b612275b662
company,1628614860,Ingersoll Rand Inc. stock outperforms competitors on strong trading day,69605350,https://images.mktw.net/im-220105/social,IR,MarketWatch,"Shares of Ingersoll Rand Inc. rallied 3.11% to $51.06 Tuesday, on what proved to be an all-around positive trading session for the stock market, with the S&P...",https://finnhub.io/api/news?id=9a3151df2782ec1c2a58b47528f7e1804810ec2a5f718375e3a1a3a87fa0a92c
company,1628528460,Ingersoll Rand Inc. stock underperforms Monday when compared to competitors,69587639,https://images.mktw.net/im-220105/social,IR,MarketWatch,"Shares of Ingersoll Rand Inc. shed 0.60% to $49.52 Monday, on what proved to be an all-around grim trading session for the stock market, with the S&P 500...",https://finnhub.io/api/news?id=8e32b98f2f9922ab40ed1fe903107b60ef2a459b4a050369f44ec23d14da9be3
company,1628392855,Outperforming S&P 500 By Trading Top 10 Stocks From 40 Large Hedge Funds: Update 8/8/2021,69568966,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/902847210/medium_image_902847210.jpg,IR,SeekingAlpha,"Using the quarterly 13F filings we extract 50 consensus stocks from 40 large hedge funds, each fund with more than $3.5 billion Assets Under Management. Click to find the list.",https://finnhub.io/api/news?id=be305654c9480908ebd0d5e7e9ff6df480992b9d4b996886620f663c98804d9e
company,1628269260,"Ingersoll Rand Inc. stock falls Friday, underperforms market",69573740,https://images.mktw.net/im-220105/social,IR,MarketWatch,"Shares of Ingersoll Rand Inc. shed 0.56% to $49.82 Friday, on what proved to be an all-around positive trading session for the stock market, with the S&P 500...",https://finnhub.io/api/news?id=2541f5751324788487fce12fb9afbdfbfb9b83972532432b2510febc74cd4963
company,1628232960,Ingersoll-Rand to host conference call,69546331,,IR,Thefly.com,Management holds an ESG a... IR,https://finnhub.io/api/news?id=ef0cdb95d0c634fb46ce6862e0b26e4bdfd5b752f17b979e8befd0f9920e0a45
company,1628222100,Ingersoll-Rand to host conference call,69546332,,IR,Thefly.com,Management holds an ESG a... IR,https://finnhub.io/api/news?id=4a68630396cf10102c44ed0569a2e23cf735541903dbd523aec6611d4ae9a0a2
company,1628182860,Ingersoll Rand Inc. stock underperforms Thursday when compared to competitors,69537991,https://images.mktw.net/im-220105/social,IR,MarketWatch,"Shares of Ingersoll Rand Inc. slid 0.44% to $50.10 Thursday, on what proved to be an all-around favorable trading session for the stock market, with the S&P...",https://finnhub.io/api/news?id=6d4697cd6a05a7a6f5340a4e742b895e82ba31ae6e2bbaf4fe77e680bf319538
company,1628096460,"Ingersoll Rand Inc. stock rises Wednesday, outperforms market",69537992,https://images.mktw.net/im-220105/social,IR,MarketWatch,"Shares of Ingersoll Rand Inc. advanced 1.31% to $50.32 Wednesday, on what proved to be an all-around dismal trading session for the stock market, with the...",https://finnhub.io/api/news?id=cdda3dd98d7063b66ebe8caae866d203ed8cb759bcf53b311c2d8b6949c13364
company,1628078100,Ingersoll-Rand 29.79M share Spot Secondary priced at $49.25,69523234,,IR,Thefly.com,The deal range was $49.25... IR,https://finnhub.io/api/news?id=ce18167563a53036ac86c69f116abe63fde65fead3a5022c2746f1242e86cb7b
company,1628073900,"Ingersoll Rand Announces Pricing of its Secondary Offering of 29,788,635 Shares of Common Stock",69489398,https://s.yimg.com/uu/api/res/1.2/Lyq3EPSeGKulPWQCVfV.vA--~B/aD0xMDU7dz00ODA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/business-wire.com/3833d814c64dde4a90287f745f44d836,IR,Yahoo,"DAVIDSON, N.C., August 04, 2021--Ingersoll Rand Inc. (NYSE:IR) (""Ingersoll Rand"") today announced the pricing of the previously announced underwritten secondary offering by KKR Renaissance Aggregator L.P. (the ""Selling Stockholder"") of 29,788,635 shares of common stock of Ingersoll Rand (the ""Shares"") pursuant to a registration statement filed by Ingersoll Rand with the U.S. Securities and Exchange Commission (the ""SEC""). No shares are being sold by Ingersoll Rand. The Selling Stockholder will r",https://finnhub.io/api/news?id=61c8d29cab0a7224b0f3cccf8e5cc6b6dc3228c045e77b89a5cabe83df4a9887
company,1628059920,Ingersoll-Rand 29.79M share Spot Secondary priced at $49.25,69489730,,IR,Thefly.com,The deal range was $49.25... IR,https://finnhub.io/api/news?id=689f1810755bf45688481aad5f3eaa6bdd59c420b22b814dda7f882e78392740
company,1628059500,"Ingersoll Rand Announces Pricing of its Secondary Offering of 29,788,635 Shares of Common Stock",69489731,,IR,Business Wire,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=3a10047ded84df6a286196e9300e3a2224b763308872b02b996dace1675b6d3f
company,1628024280,"Ingersoll Rand Announces Secondary Offering of 29,788,635 Shares of Common Stock",69478169,https://s.yimg.com/uu/api/res/1.2/Odp56tNT7dCppbJ4DIZCCA--~B/aD0xMDU7dz00ODA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/business-wire.com/ce7c24ae216e547d81b4c83d0fc2cc63,IR,Yahoo,"DAVIDSON, N.C., August 03, 2021--Ingersoll Rand Inc. (NYSE:IR) (""Ingersoll Rand"") announced that KKR Renaissance Aggregator L.P. (the ""Selling Stockholder"") intends to offer for sale in an underwritten secondary offering 29,788,635 shares of common stock of Ingersoll Rand (the ""Shares"") pursuant to a registration statement filed by Ingersoll Rand with the U.S. Securities and Exchange Commission (the ""SEC""). No shares are being sold by Ingersoll Rand. The Selling Stockholder will receive all of t",https://finnhub.io/api/news?id=78b9b38ba53ca0271dddbfd8d5d9ac4e1a93c312c2a4cc61f4cf0db1575386e7
company,1628010060,"Ingersoll Rand Inc. stock rises Tuesday, outperforms market",69477602,https://images.mktw.net/im-220105/social,IR,MarketWatch,"Shares of Ingersoll Rand Inc. rose 2.69% to $49.67 Tuesday, on what proved to be an all-around great trading session for the stock market, with the S&P 500...",https://finnhub.io/api/news?id=3d340f4ccfeafbc2f8fac49152e935be6471a9f3b8273102e0636c71717c4dfd
company,1628009880,"Ingersoll Rand Announces Secondary Offering of 29,788,635 Shares of Common Stock",69489732,,IR,Business Wire,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=a7e88a3174c11f440ab204de1b765f42c495c0a5f6316fd93f8337a5a30652f0
company,1627965780,Ingersoll-Rand 29.79M share Spot Secondary; price range $49.25-$49.50,69489733,,IR,Thefly.com,JPMorgan is acting as sol... IR,https://finnhub.io/api/news?id=5343e7d1efda38063dac4a18db7b9bcccc62c5749092116a094778b4d8f0473d
company,1627963140,Ingersoll-Rand announces offering of 29.79M shares of common stock for holder,69489734,,IR,Thefly.com,Ingersoll Rand announced ... IR,https://finnhub.io/api/news?id=184011fa9e3fe2f1dff633ce204d501a8914278dc45e1c13667072bdc52096b8
company,1627923660,Ingersoll Rand Inc. stock underperforms Monday when compared to competitors,69477603,https://images.mktw.net/im-220105/social,IR,MarketWatch,"Shares of Ingersoll Rand Inc. slipped 1.02% to $48.37 Monday, on what proved to be an all-around grim trading session for the stock market, with the S&P 500...",https://finnhub.io/api/news?id=c19ca3e5e40cae5dbb8bae76fdbd23152718a4bca0b2aa4d8832acf7ffdf2279
