category,datetime,headline,id,image,related,source,summary,url
company,1623775380,"Cerner Corp. stock falls Tuesday, underperforms market",68311718,https://images.mktw.net/im-220105/social,CERN,MarketWatch,"Shares of Cerner Corp. sank 0.56% to $80.24 Tuesday, on what proved to be an all-around grim trading session for the stock market, with the S&P 500 Index...",https://finnhub.io/api/news?id=91e4d131cdf3828d95e47ed69192961fd79f88d393b04c1110f5b85e51461a84
company,1623688980,Cerner Corp. stock outperforms competitors despite losses on the day,68311719,https://images.mktw.net/im-220105/social,CERN,MarketWatch,"Shares of Cerner Corp. slid 0.71% to $80.69 Monday, on what proved to be an all-around mixed trading session for the stock market, with the S&P 500 Index...",https://finnhub.io/api/news?id=a5f930d74ffabeddfc04a2a2b908f8a38906079bfe7b3652d7d46efe2e458d99
company,1623558167,The Stocks To Focus On Today,68238718,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/949211586/medium_image_949211586.jpg,CERN,SeekingAlpha,Inflation is here; and that means these groups ought to be on your radar. The best stocks within every sector now.,https://finnhub.io/api/news?id=11851a7d3519b8540b9cab305fd7732f311c2c186dfc9c5beb709ba3c6f53a8c
company,1623429780,Cerner Corp. stock outperforms market on strong trading day,68262988,https://images.mktw.net/im-220105/social,CERN,MarketWatch,"Shares of Cerner Corp. inched 0.23% higher to $81.27 Friday, on what proved to be an all-around positive trading session for the stock market, with the S&P...",https://finnhub.io/api/news?id=76a0d389355e8d8e69fc898ff0279b5cba0876d22c5252718c96cb7961fbf51a
company,1623256980,"Cerner Corp. stock rises Wednesday, outperforms market",68181439,https://images.mktw.net/im-220105/social,CERN,MarketWatch,"Shares of Cerner Corp. inched 0.68% higher to $80.03 Wednesday, on what proved to be an all-around rough trading session for the stock market, with the S&P...",https://finnhub.io/api/news?id=d101543c8b58397a7e356f185c47dc864b5e667fe86ea6ed6ded7bf88365aa3a
company,1623170580,Cerner Corp. stock outperforms competitors despite losses on the day,68181441,https://images.mktw.net/im-220105/social,CERN,MarketWatch,"Shares of Cerner Corp. sank 0.05% to $79.49 Tuesday, on what proved to be an all-around mixed trading session for the stock market, with the S&P 500 Index...",https://finnhub.io/api/news?id=43cd066605544d9fa756e7428d533b582fb0d7f4630cbb53cba69598216ab185
company,1623084180,Cerner Corp. stock outperforms competitors despite losses on the day,68181442,https://images.mktw.net/im-220105/social,CERN,MarketWatch,"Shares of Cerner Corp. slid 1.02% to $79.53 Monday, on what proved to be an all-around dismal trading session for the stock market, with the S&P 500 Index...",https://finnhub.io/api/news?id=cd39654b19c0cb42b83739cb9335773f288141eb98b22f7a82e06f7d5c039bd9
company,1623064991,"Zacks Industry Outlook Highlights: Computer Programs and Systems, Centogene and Cerner",68015939,https://s.yimg.com/uu/api/res/1.2/2jf8ct.1e_03uWVPZd.cOw--~B/aD00MDA7dz02MzU7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/zacks.com/28545f4b6c3471390df30d387719fbdd,CERN,Yahoo,"Zacks Industry Outlook Highlights: Computer Programs and Systems, Centogene and Cerner",https://finnhub.io/api/news?id=49c02efd9677ec3c2d0cbad42f2e45dea2e9d8b3b2a3b83a8f090e0208db0f02
company,1622973660,Cerner Stock Shows Every Sign Of Being Fairly Valued,67986396,,CERN,GuruFocus,GuruFocus Article or News written by GF Value and the topic is about: ,https://finnhub.io/api/news?id=f3f8f02f58e8b6364e7a92c5b33e2bfcb37c50b2de247f9d96f516466a1bd943
company,1622820663,Why Is Cerner (CERN) Up 6.8% Since Last Earnings Report?,68019327,https://s.yimg.com/uu/api/res/1.2/7h8ntzJXcDOdVmDKQ08gRg--~B/aD02MDA7dz05MDA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/zacks.com/e8e4b0344809eaac6d73c9fd25fd180a,CERN,Yahoo,Cerner (CERN) reported earnings 30 days ago. What's next for the stock? We take a look at earnings estimates for some clues.,https://finnhub.io/api/news?id=7f02392eca25348b3fa16ac5761345fda6106fd39ff5353a3ea400bd2d483f32
company,1622648378,Cerner Might Be an Acquisition Target Soon,67997955,https://www.nasdaq.com/sites/acquia.prod/files/2019-05/0902-Q19%20Total%20Markets%20photos%20and%20gif_CC8.jpg?474324804,CERN,Nasdaq,"InvestorPlace - Stock Market News, Stock Advice & Trading Tips",https://finnhub.io/api/news?id=d7c56bf81c413c5f3e3174a2088c1e18effbab260e4475fed1787e6ae0fa699f
company,1622601540,Cerner Might Be an Acquisition Target Soon,67986397,https://investorplace.com/wp-content/uploads/2019/09/cern-stock.jpg,CERN,InvestorPlace,"As rumors swirl around a possible acquisition for electronic health record company Cerner, consider picking up CERN stock.",https://finnhub.io/api/news?id=f188e3919cca7daac029a224b140fdafb7c98cb897446808696a226daed8825c
company,1622020976,Getting In Cheap On Cerner Corporation (NASDAQ:CERN) Is Unlikely,67951448,https://www.nasdaq.com/sites/acquia.prod/files/2019-05/0902-Q19%20Total%20Markets%20photos%20and%20gif_CC8.jpg?899257560,CERN,Nasdaq,"With a price-to-earnings (or ""P/E"") ratio of 29.6x Cerner Corporation (NASDAQ:CERN) may be sending very bearish signals at the moment, given that almost half of all companies in the United States have P/E ratios under 19x and even P/E's lower than 11x are not unusual.  Nonethele",https://finnhub.io/api/news?id=978ea5b00f9d7b3d567845147d02b7cc8d6cba2aa0bb1d8d0f360a56cbb4f20b
company,1621943640,Betaville issues `Uncooked Alert` on Cerner,67922383,,CERN,Thefly.com,Betaville issues 'Uncooked Alert' on Cerner CERN,https://finnhub.io/api/news?id=328a1ecf2034c9acb7736143e7ac803677daea8886380a777c125ba92df1c98a
company,1621910040,"Noteworthy Tuesday Option Activity: CERN, TWTR, JACK",67922384,,CERN,Stock Options Channel,"Staff article entitled Noteworthy Tuesday Option Activity: CERN, TWTR, JACK, about stock options, from Stock Options Channel.",https://finnhub.io/api/news?id=06baab750948af85524b3413bf088744d7c120ee0781eb7a3d5f48686026df1e
company,1621598716,First Week of July 16th Options Trading For Cerner,67902162,https://www.nasdaq.com/sites/acquia.prod/files/2019-05/0902-Q19%20Total%20Markets%20photos%20and%20gif_CC8.jpg?1536649713,CERN,Nasdaq,"Investors in Cerner Corp. (Symbol: CERN) saw new options become available this week, for the July 16th expiration.   At Stock Options Channel, our YieldBoost formula has looked up and down the CERN options chain for the new July 16th contracts and identified one put and one cal",https://finnhub.io/api/news?id=153b8f7f538e84709d2b21b04786f4c4cc6054f14f0fdb25c34a552234464cbf
company,1621595040,First Week of July 16th Options Trading For Cerner,67906434,,CERN,Stock Options Channel,"Staff article entitled First Week of July 16th Options Trading For Cerner , about stock options, from Stock Options Channel.",https://finnhub.io/api/news?id=8b1e40d71458606f6c64d5212690b1a3df830ab8b29afca0c40f1e89bec71514
company,1621510740,"Wilkins Investment Counsel Inc Buys American Tower Corp, Gartner Inc, Cerner Corp, Sells ...",67906435,,CERN,GuruFocus,GuruFocus Article or News written by insider and the topic is about: ,https://finnhub.io/api/news?id=90d06001c9098e08d9afcad64aa8076a708ff4f8d8bc5f953325e24207a8b388
company,1621499940,"Nitorum Capital, L.P. Buys Paysafe, Foley Trasimene Acquisition Corp, Cerner Corp, Sells ...",67898848,,CERN,GuruFocus,GuruFocus Article or News written by insider and the topic is about: ,https://finnhub.io/api/news?id=ea2234d9598b1fa109ae66f48eebdc22b83cc25ed1f41d6ff114d93121b912ab
company,1621429200,Cerner Announces Quarterly Dividend,68019328,https://s.yimg.com/uu/api/res/1.2/7NUZI1Be_26I7G1.JG41DA--~B/aD0yNDA7dz05NzY7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/globenewswire.com/88d57294f6aa8a991537adc024a67a53,CERN,Yahoo,"KANSAS CITY, Mo., May 19, 2021 (GLOBE NEWSWIRE) -- Cerner Corporation (Nasdaq: CERN), a global health care technology company, today announced that its Board of Directors declared a cash dividend to stockholders of $0.22 per issued and outstanding share. The cash dividend will be payable on July 13, 2021, to shareholders of record as of the close of business on June 28, 2021. Cerner intends to pay regular quarterly cash dividends, with future declarations subject to Board approval and their determination that the declaration of dividends remains in the best interests of Cerner and its shareholders. The decision of whether to pay future dividends and the amount of any such dividends will be based on the company's financial position, results of operations, cash flows, capital requirements, applicable law and any other factors the Board may deem relevant. About Cerner Cerner Corporation’s health technologies connect people and information systems in thousands of contracted provider facilities worldwide dedicated to creating smarter and better care for individuals and communities. Recognized globally for innovation, Cerner assists clinicians in making care decisions and assists organizations in managing the health of their populations. The company also offers an integrated clinical and financial system to help manage day-to-day revenue functions, as well as a wide range of services to support clinical, financial and operational needs, focused on people. For more information, visit Cerner.com, The Cerner Blog or connect on Facebook, Instagram, LinkedIn, Twitter or The Cerner Podcast. Nasdaq: CERN. Health care is too important to stay the same. All statements in this press release that do not directly and exclusively relate to historical facts constitute forward-looking statements. These forward-looking statements are based on the current beliefs, expectations and assumptions of Cerner's management with respect to future events and are subject to a number of significant risks and uncertainties. It is important to note that Cerner's performance, and actual results, financial condition or business could differ materially from those expressed in such forward- looking statements. The words ""intends,"" ""future,"" or the negative of these words, variations thereof or similar expressions are intended to identify such forward-looking statements. For example, our forward-looking statements include statements regarding future dividends. Factors that could cause or contribute to such differences include, but are not limited to the extent to which the COVID-19 pandemic and measures taken in response thereto could adversely affect our financial condition, future bookings and results of operations; the possibility of interruption at our data centers or client support facilities, or those of third parties with whom we have contracted (such as public cloud providers), that could expose us to significant costs and reputational harm; the possibility of increased expenses, exposure to legal claims and regulatory actions and reputational harm associated with a cyberattack or other breach in our IT security or the IT security of third parties on which we rely; potential claims for system errors and warranties or significant costs and reputational harm related to product and service-related liabilities; material adverse resolution of legal proceedings or other claims or reputational harm stemming from negative publicity related to such claims or legal proceedings; risks associated with our global operations, including without limitation greater difficulty in collecting accounts receivable; significant competition and our ability to anticipate or respond quickly to market changes, changing technologies and evolving pricing and deployment methods and to bring competitive new solutions, devices, features and services to market in a timely fashion; risks inherent with business acquisitions, strategic investments, collaborations and the failure to achieve projected synergies, or divestitures; managing growth in the new markets in which we offer solutions, health care devices or services; long sales cycles for our solutions and services; risks related to our dependence on strategic relationships and third party suppliers, including any impact to such supplier’s business resulting from the COVID-19 pandemic; risks associated with the loss or recruitment and retention of key personnel or the failure to successfully develop and execute succession planning to assure transitions of key associates and their knowledge, relationships and expertise; inability to achieve expected operating efficiencies and sustain or improve operating expense reductions or business disruptions or adverse tax consequences associated with restructuring, realignment and costs reduction activities; changing political, economic and regulatory influences, which could impact the purchasing practices and operations of our clients and increase costs to deliver compliant solutions and services; non-compliance with laws, regulations or certain industry initiatives or failure to deliver solutions or services that enable our clients to comply with laws or regulations applicable to their businesses; risks inherent in contracting with government clients, including without limitation, complying with strict compliance and disclosure obligations, navigating complex procurement rules and processes, and defending against bid protests; volatility and disruption resulting from global economic or market conditions, including the impact from the COVID-19 pandemic; risks associated with our outstanding and future indebtedness, such as compliance with restrictive covenants, which may limit our flexibility to operate our business; risk that our capital allocation strategy will not be fully implemented or enhance long-term shareholder value; changes in tax laws, regulations or guidance that could adversely affect our tax position and/or challenges to our tax positions in the U.S. and non-U.S. countries; the potential for losses resulting from asset impairment charges; potential variations in our sales forecasts compared to actual sales; risks that our revenue growth may be lower than anticipated and/or that the mix of revenue shifts to low margin revenue; variations in our quarterly operating results; and risks associated with fluctuations in foreign currency exchange rates. Additional discussion of these and other risks, uncertainties and factors affecting Cerner's business is contained in Cerner's filings with the Securities and Exchange Commission. The reader should not place undue reliance on forward-looking statements, since the statements speak only as of the date that they are made. Except as required by law, Cerner undertakes no obligation to update or revise forward-looking statements to reflect changed assumptions, the occurrence of unanticipated events, or changes in our business, results of operations or financial condition over time. Investor Contact: Allan Kells, (816) 201-2445, akells@cerner.com Media Contact: Stephanie Greenwood, Media Relations, stephanie.greenwood@cerner.com",https://finnhub.io/api/news?id=5231d16fcc763198cff1d231f7584cb852a38e41b48c95f80712cec95fb3b1d8
company,1621414800,Cerner Announces Quarterly Dividend,67906437,,CERN,GlobeNewswire,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=3873c85a4cac9effd4436f9fc922f2de991b8fc77c9c90000229136189782c97
company,1621407659,Is Cerner Corporation (NASDAQ:CERN) Trading At A 35% Discount?,68019330,https://s.yimg.com/uu/api/res/1.2/YCTQAAaTQd24fXe7eLAeOQ--~B/aD00MzI7dz0xMTk0O2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/simply_wall_st__316/8e4ccfff9d65315feb5142c582659a19,CERN,Yahoo,"Does the May share price for Cerner Corporation ( NASDAQ:CERN ) reflect what it's really worth? Today, we will estimate...",https://finnhub.io/api/news?id=08a5eb6a3247bb516287fbd0b168d4a015b3fdf79714e4c7922551f8596caa9a
company,1621343935,"Noteworthy Tuesday Option Activity: LYV, CERN, F",67884310,https://www.nasdaq.com/sites/acquia.prod/files/2019-05/0902-Q19%20Total%20Markets%20photos%20and%20gif_CC8.jpg?867762481,CERN,Nasdaq,"Looking at options trading activity among components of the S&P 500 index, there is noteworthy activity today in Live Nation Entertainment Inc (Symbol: LYV), where a total volume of 10,862 contracts has been traded thus far today, a contract volume which is representative o",https://finnhub.io/api/news?id=c21206cd5b63da4ded6adf56f6ab5b737e2f9f3cd0651ef2bb03df4e59e9edc6
company,1621305540,"Notis-McConarty Edward Buys Koninklijke DSM NV, Honeywell International Inc, International ...",67906438,,CERN,GuruFocus,GuruFocus Article or News written by insider and the topic is about: ,https://finnhub.io/api/news?id=3fdc71f283209d577e46e91481271f823c4656e48140b99c912dfa2e0eaff404
company,1621010580,Cerner Corp. stock underperforms Friday when compared to competitors,67848549,https://images.mktw.net/im-220105/social,CERN,MarketWatch,"Shares of Cerner Corp. slipped 0.09% to $76.80 Friday, on what proved to be an all-around positive trading session for the stock market, with the S&P 500...",https://finnhub.io/api/news?id=0d708f4c9e0c173c29f21156d7b248616f925d3b1a531b52a3e3bdf0a8ef5878
company,1620982800,PM360 Recognizes Kantar Health’s Jeremy Brody as 2021 ELITE Winner in Transformational Leaders Category,67857413,,CERN,Business Wire,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=96ac3a781523491907ccbbd20d69a30dbe0552d3d85180bc9d3c8148b3f2428d
company,1620962760,"Starboard buys Elanco Animal Health, exits Advance Auto Parts in Q1",67851835,,CERN,Thefly.com,"Starboard buys Elanco Animal Health, exits Advance Auto Parts in Q1 ELAN EHTH MAAC CCX KVSC ACM BOX NLOK IWM SCOR ACIW CERN MMSI CTVA ON",https://finnhub.io/api/news?id=f832d9dfff4d9da891b18dc2f0ea2d7cfe1b1983f736cf12fcc1eab318e6ad99
company,1620959940,"Mackay Shields Llc Buys Vanguard S&P 500 ETF, iShares Core S&P Small-Cap ETF, NICE, ...",67852488,,CERN,GuruFocus,GuruFocus Article or News written by insider and the topic is about: ,https://finnhub.io/api/news?id=02fe78771a151c90b16e53763fd9e13b78a0c414b0c1f14dadba9e4c813509e3
company,1620924180,"Cerner Corp. stock rises Thursday, still underperforms market",67848551,https://images.mktw.net/im-220105/social,CERN,MarketWatch,"Shares of Cerner Corp. inched 0.73% higher to $76.87 Thursday, on what proved to be an all-around favorable trading session for the stock market, with the...",https://finnhub.io/api/news?id=3afeecf628e60bb3e91d6176fe3757744371fcb6960677df3a3afcc2a466f2ec
company,1620890095,Why Cerner Is A Moat-Worthy Buy For Dividends And Growth,67796389,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1256800443/medium_image_1256800443.jpg,CERN,SeekingAlpha,"Cerner, a leading EMR solutions provider, continues to innovate with AI-powered tools. While the stock isn't cheap, the quality is worth paying for. Read more on why I view CERN is a buy.",https://finnhub.io/api/news?id=eb0a02a719056ba590cc8de7c4a5b2f3ac202ccefa7b3f5b9b90230349d0738f
company,1620880740,"AlphaCrest Capital Management LLC Buys Morgan Stanley, Nike Inc, Comcast Corp, Sells Oracle ...",67815063,,CERN,GuruFocus,GuruFocus Article or News written by insider and the topic is about: ,https://finnhub.io/api/news?id=1bb4b958126b4a85b34cf404fa3e4baa762862751878a95de0ed21dddd426e1e
company,1620837780,Cerner Corp. stock outperforms competitors despite losses on the day,67848552,https://images.mktw.net/im-220105/social,CERN,MarketWatch,"Shares of Cerner Corp. slumped 0.50% to $76.31 Wednesday, on what proved to be an all-around grim trading session for the stock market, with the S&P 500...",https://finnhub.io/api/news?id=f8f2a1e24b8daad2c61ee85558dd7cc069d5130a7e12d8745e49e2bf7944150f
company,1620751380,Cerner Corp. stock outperforms competitors despite losses on the day,67848553,https://images.mktw.net/im-220105/social,CERN,MarketWatch,"Shares of Cerner Corp. slumped 0.85% to $76.69 Tuesday, on what proved to be an all-around dismal trading session for the stock market, with the S&P 500...",https://finnhub.io/api/news?id=789694c9e00f5ed5ab2c5301356c587e413704235e5cafc76cbab58d1850b514
company,1620664980,Cerner Corp. stock outperforms market on strong trading day,67848554,https://images.mktw.net/im-220105/social,CERN,MarketWatch,"Shares of Cerner Corp. inched 0.87% higher to $77.35 Monday, on what proved to be an all-around dismal trading session for the stock market, with the S&P 500...",https://finnhub.io/api/news?id=3dfa634ee8c31bcda427595cf6c469619cc2b830eb644960f2446abaa22e75da
company,1620643140,"Shell Asset Management Co Buys Cerner Corp, Charles Schwab Corp, Costco Wholesale Corp, Sells ...",67714492,,CERN,GuruFocus,GuruFocus Article or News written by insider and the topic is about: ,https://finnhub.io/api/news?id=b67c8f2e167ff23750f5e8c5c14fe2a1036d9e49e9f376cc53ea2cefdc9090ed
company,1620405780,Cerner Corp. stock outperforms competitors on strong trading day,67683641,https://images.mktw.net/im-220105/social,CERN,MarketWatch,"Shares of Cerner Corp. rallied 2.01% to $76.68 Friday, on what proved to be an all-around great trading session for the stock market, with the S&P 500 Index...",https://finnhub.io/api/news?id=f8ac85e2e3dd8b035fe11c9db7a97a83cd29bd7206bfed346b7811044f181661
company,1620376740,"Iron Financial, LLC Buys SPDR Portfolio Short Term Corporate Bond ETF, Schwab U.S. ...",67681154,,CERN,GuruFocus,GuruFocus Article or News written by insider and the topic is about: ,https://finnhub.io/api/news?id=ce0a32e4bf043acf3f0bcd67c9641445ce774ccb3c4f7e6b29671144853a38c7
company,1620376740,"Davidson Investment Advisors Buys H.B. Fuller Co, Sempra Energy, Splunk Inc, Sells BTC iShares ...",67681150,,CERN,GuruFocus,GuruFocus Article or News written by insider and the topic is about: ,https://finnhub.io/api/news?id=006a1d231e263cdb572f597df36fa7e3bd2e98a9f275064daacb120326f2e60c
company,1620363900,"Cerner CEO sells over 88,000 common shares",67682701,,CERN,Thefly.com,"Cerner CEO sells over 88,000 common shares CERN",https://finnhub.io/api/news?id=9542906306381068c02f57fe78173e7a97dae595f43cf5f311b842e5a58a090e
company,1620319380,"Cerner Corp. stock rises Thursday, still underperforms market",67683642,https://images.mktw.net/im-220105/social,CERN,MarketWatch,"Shares of Cerner Corp. inched 0.76% higher to $75.17 Thursday, on what proved to be an all-around favorable trading session for the stock market, with the...",https://finnhub.io/api/news?id=704b63e733e429ec9373246b43cf7da685cd4d2f1e1080220e6d06e1fa3da7c1
company,1620300251,"Cerner (CERN) Q1 Earnings Beat Estimates, Revenues Miss",67620079,https://s.yimg.com/uu/api/res/1.2/ShfhwtDyA2WzDBKdAL7M8Q--~B/aD00MDA7dz02MzU7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/zacks.com/6f2cab89bf2cbad1966358e04258e202,CERN,Yahoo,"Cerner's (CERN) first-quarter results benefit from gains in Licensed software, Subscriptions and Managed services units, and expansion in gross margin.",https://finnhub.io/api/news?id=d76b01b606eebd7a837513cb50226d2e76a2ba81d6c6dacb9c6fcdda2d105b67
company,1620288780,Cerner Stock Appears To Be Fairly Valued,67651398,,CERN,GuruFocus,GuruFocus Article or News written by GF Value and the topic is about: ,https://finnhub.io/api/news?id=32621eab7165dc31ff9166a36f57c3e5f1bc1f287d464056258d8a993685527c
company,1620244849,Cerner Corp (CERN) Q1 2021 Earnings Call Transcript,67613407,,CERN,Yahoo,"Image source: The Motley Fool.  Cerner Corp (NASDAQ: CERN)Q1 2021 Earnings CallMay 5, 2021, 9:00 a.m. ETContents:  Prepared Remarks Questions and Answers Call Participants  Prepared Remarks: OperatorWelcome to Cerner's Corporation First Quarter 2021 Conference Call.",https://finnhub.io/api/news?id=8271f00c52be3a157c091db8ff4988d6e3d7fde815d9de41454a543fe16c8849
company,1620232980,"Cerner Corp. stock falls Wednesday, underperforms market",67625227,https://images.mktw.net/im-220105/social,CERN,MarketWatch,"Shares of Cerner Corp. shed 1.17% to $74.60 Wednesday, on what proved to be an all-around favorable trading session for the stock market, with the S&P 500...",https://finnhub.io/api/news?id=e1e92794163e1ae3a1110016ea45dc6343f7754b55618c4e36e2b337b2160614
company,1620230449,Cerner Corp (CERN) Q1 2021 Earnings Call Transcript,67607608,https://www.nasdaq.com/sites/acquia.prod/files/2019-05/0902-Q19%20Total%20Markets%20photos%20and%20gif_CC8.jpg?1322548821,CERN,Nasdaq,Image source: The Motley Fool.,https://finnhub.io/api/news?id=6cfcd3904b8108a3e37c21090b88e205fb209cd378bad7c27d5f59ee29af2a80
company,1620229745,Cerner Corporation (CERN) CEO Brent Shafer on Q1 2021 Results - Earnings Call Transcript,67601086,https://static.seekingalpha.com/assets/og_image_1200-29b2bfe1a595477db6826bd2126c63ac2091efb7ec76347a8e7f81ba17e3de6c.png,CERN,SeekingAlpha,"Cerner Corporation (NASDAQ:CERN) Q1 2021 Earnings Conference Call May 5, 2021 09:00 a.m.",https://finnhub.io/api/news?id=8db47dd96acd1f2599a5e3be9f74b2668c5a7b2a2afd45e892912be43d8ca120
company,1620223440,Cerner Shares Slip on Revenue Drop; CEO to Step Down,67613408,,CERN,Yahoo,"Cerner eased after the health-care-IT company reported higher profit and lower revenue, authorized a new buyback and said the CEO would step down.",https://finnhub.io/api/news?id=cb7851b86370b09a2357d65ed897c5f5bcaa0c4d9a38d6a972abcc8f55b20bea
company,1620221616,"Notable Wednesday Option Activity: WYNN, CBOE, CERN",67595792,https://www.nasdaq.com/sites/acquia.prod/files/2019-05/0902-Q19%20Total%20Markets%20photos%20and%20gif_CC8.jpg?952200711,CERN,Nasdaq,"Looking at options trading activity among components of the S&P 500 index, there is noteworthy activity today in Wynn Resorts Ltd (Symbol: WYNN), where a total volume of 15,115 contracts has been traded thus far today, a contract volume which is representative of approximat",https://finnhub.io/api/news?id=5756872189f2d6de6c3aa539a85c9d1ec74db728afdf85baf08521e4d956d336
company,1620221431,"Cerner Beats On Q1 Earnings, Approves $3.75B Share Buyback Plan, CEO Transition",67613410,https://s.yimg.com/uu/api/res/1.2/QAGU54vw41meqAEE9_CJzw--~B/aD00MDA7dz02MDA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/Benzinga/ed82a05486afa555a4af24c113660630,CERN,Yahoo,"View more earnings on CERNSee more from BenzingaClick here for options trades from BenzingaStratasys Shares Are Trading Higher On Mixed Q1 EarningsCyberArk Software Shares Fall After Issuing Mixed Q2 Guidance, Beating Q1 Earnings© 2021 Benzinga.com. Benzinga does not provide investment advice. All rights reserved.",https://finnhub.io/api/news?id=1072e42fa2fdf8aa93509643b0ee8162c71fcd4fc6cec9b13fa99cd39de6943b
company,1620219901,Cerner (CERN) Beats Q1 Earnings Estimates,67583453,https://s.yimg.com/uu/api/res/1.2/w.ILboV799eZj6zbyZJ3SQ--~B/aD02MDE7dz05MDA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/zacks.com/5ecaf2a9bf082a5f3a554e6526b34be0,CERN,Yahoo,"Cerner (CERN) delivered earnings and revenue surprises of 2.70% and -0.90%, respectively, for the quarter ended March 2021. Do the numbers hold clues to what lies ahead for the stock?",https://finnhub.io/api/news?id=1872a03352b3cc4517a6bdeb68d597f0d07705e2b6542d0acbbffa943e91fcb6
company,1620214500,"Cerner Reports First Quarter 2021 Results, Updates Guidance, Expands Capital Return Program and Commences CEO Succession",67583455,https://s.yimg.com/uu/api/res/1.2/7NUZI1Be_26I7G1.JG41DA--~B/aD0yNDA7dz05NzY7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/globenewswire.com/88d57294f6aa8a991537adc024a67a53,CERN,Yahoo,"Increased 2021 Earnings Outlook on Strong Margin ExpansionBoard Authorizes New $3.75 Billion Share Repurchase Program Brent Shafer and Board Agree to Begin Search for Company’s Next CEO Shafer Expected to Continue to Serve Until Successor Appointed KANSAS CITY, Mo., May 05, 2021 (GLOBE NEWSWIRE) -- Cerner Corporation (Nasdaq: CERN), a global healthcare technology company, today announced results for the 2021 first quarter that ended March 31, 2021, and other news. The first quarter 2021 earnings release and announcements can be viewed here as well as on the company’s website at https://investors.cerner.com/financial-releases. Cerner will host an earnings conference call to provide additional detail on the company’s results and outlook at 8 a.m. CDT on May 5, 2021. On the call, Cerner will discuss its results and answer questions from the investment community. The call may also include discussion of Cerner developments, and forward-looking and other material information about business and financial matters. The dial-in number for the conference call is (678) 509-7542; the passcode is Cerner. Cerner recommends joining the call 15 minutes early for registration. An audio webcast will be available live and archived on Cerner’s Investor Relations website at https://investors.cerner.com/events-and-presentations. What: Cerner First Quarter 2021 Earnings Conference Call WebcastWhen: Wed., May 5, 2021Time: 8 a.m. central timeFinancial Results: https://investors.cerner.com/financial-releases Webcast: https://investors.cerner.com/events-and-presentations Investor Contact: Allan Kells, (816) 201-2445, akells@cerner.com Media Contact: Misti Preston, (816) 299-2037, misti.preston@cerner.com",https://finnhub.io/api/news?id=0c64b469f7b74276b17059211eaf58c9342a2a945b4f165e0001174140f49fbd
company,1620214255,Cerner (CERN) Shares Cross Below 200 DMA,67593379,https://www.nasdaq.com/sites/acquia.prod/files/2019-05/0902-Q19%20Total%20Markets%20photos%20and%20gif_CC8.jpg?2094539183,CERN,Nasdaq,"In trading on Wednesday, shares of Cerner Corp. (Symbol: CERN) crossed below their 200 day moving average of $73.76, changing hands as low as $71.82 per share.  Cerner Corp. shares are currently trading off about 3% on the day.  The chart below shows the one year performance of",https://finnhub.io/api/news?id=525809b3730494302f26d882edc1fb7a55b95373f13253c4baea08d180a8759f
company,1620213300,Cerner Corp. to Host Earnings Call,67583459,https://s.yimg.com/cv/apiv2/social/images/yahoo_default_logo-1200x1200.png,CERN,Yahoo,"NEW YORK, NY / ACCESSWIRE / May 5, 2021 / Cerner Corp. (NASDAQ:CERN) will be discussing their earnings results in their 2021 First Quarter Earnings call to be held on May 5, 2021 at 9:00 AM Eastern Time.",https://finnhub.io/api/news?id=bdf6c0e362509bd1c5197b6ad42f84c1516086d78658e639be0845577c8e8ef5
company,1620210660,Cerner (CERN) Shares Cross Below 200 DMA,67606805,,CERN,Dividend Channel,"dividend channel,CERN,",https://finnhub.io/api/news?id=b0af20470768d02458d94775da17610a413af75c13bc095f6e880eda3be70595
company,1620208620,Cerner raises earnings guidance; commences search for new CEO,67581516,,CERN,Alliance News,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=65b0ef98c654ea539eea623b0de9673887506070811dab8b9d4794c64df650be
company,1620207000,"Cerner Beats On Q1 Earnings, Approves $3.75B Share Buyback Plan, CEO Transition",68961365,https://cdn.benzinga.com/files/imagecache/og_image_social_share_1200x630/images/story/2012/abtech_257.png,CERN,Benzinga,"Cerner Corp (NASDAQ: CERN) reported a first-quarter FY21 revenue decline of 2% year-on-year to $1.388 billion, missing the analyst consensus of $1.4 billion....",https://finnhub.io/api/news?id=e347850cf2c946c9b0cf72c842de848bf68b120b02cfc37790eaf1082b150a2e
